Source Term,Mapped Term Label,Mapped Term IRI,Mapped Ontology IRI,Mapping Score
androgenic alopecia,androgen,http://purl.obolibrary.org/obo/CHEBI_50113,http://www.ebi.ac.uk/efo/efo.owl#,0.602779755267598
alopecia areata,alopecia areata,http://www.ebi.ac.uk/efo/EFO_0004192,http://www.ebi.ac.uk/efo/efo.owl#,0.981190011367012
alopecia areata,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,http://www.ebi.ac.uk/efo/efo.owl#,0.7092546948927936
alopecia areata,genetic alopecia,http://purl.obolibrary.org/obo/MONDO_0021034,http://www.ebi.ac.uk/efo/efo.owl#,0.5610800460705243
vitiligo,Vitiligo,http://www.ebi.ac.uk/efo/EFO_0004208,http://www.ebi.ac.uk/efo/efo.owl#,0.9911308611823139
vitiligo,Deafness - vitiligo - achalasia,http://www.orpha.net/ORDO/Orphanet_3239,http://www.ebi.ac.uk/efo/efo.owl#,0.5755209625965381
hypospadias,hypospadias,http://www.ebi.ac.uk/efo/EFO_0004209,http://www.ebi.ac.uk/efo/efo.owl#,0.9887543334312857
hypospadias,Penile hypospadias,http://purl.obolibrary.org/obo/HP_0003244,http://www.ebi.ac.uk/efo/efo.owl#,0.8201001148255105
hypospadias,Familial hypospadias,http://www.orpha.net/ORDO/Orphanet_440,http://www.ebi.ac.uk/efo/efo.owl#,0.8161938154857256
otosclerosis,otosclerosis,http://www.ebi.ac.uk/efo/EFO_0004213,http://www.ebi.ac.uk/efo/efo.owl#,0.9628793341251507
otosclerosis,atherosclerosis,http://www.ebi.ac.uk/efo/EFO_0003914,http://www.ebi.ac.uk/efo/efo.owl#,0.7192182854196006
otosclerosis,Myosclerosis,http://www.orpha.net/ORDO/Orphanet_289380,http://www.ebi.ac.uk/efo/efo.owl#,0.7024358443986177
conduct disorders,conduct disorder,http://www.ebi.ac.uk/efo/EFO_0004216,http://www.ebi.ac.uk/efo/efo.owl#,0.9268587472129196
conduct disorders,conduction system disorder,http://www.ebi.ac.uk/efo/EFO_0005137,http://www.ebi.ac.uk/efo/efo.owl#,0.6855601439467301
conduct disorders,atrial conduction disease,http://www.ebi.ac.uk/efo/EFO_0005304,http://www.ebi.ac.uk/efo/efo.owl#,0.5246432552674817
male infertility,male infertility,http://www.ebi.ac.uk/efo/EFO_0004248,http://www.ebi.ac.uk/efo/efo.owl#,0.9931705447743383
male infertility,infertility,http://www.ebi.ac.uk/efo/EFO_0000545,http://www.ebi.ac.uk/efo/efo.owl#,0.8837852346663477
male infertility,male fertility,http://www.ebi.ac.uk/efo/EFO_0004803,http://www.ebi.ac.uk/efo/efo.owl#,0.8698126601990899
meningococcal infection,meningococcal infection,http://www.ebi.ac.uk/efo/EFO_0004249,http://www.ebi.ac.uk/efo/efo.owl#,0.9927035924065256
meningococcal infection,meningococcal meningitis,http://www.ebi.ac.uk/efo/EFO_1001040,http://www.ebi.ac.uk/efo/efo.owl#,0.7435332216735561
meningococcal infection,streptococcal infection,http://www.ebi.ac.uk/efo/EFO_1001476,http://www.ebi.ac.uk/efo/efo.owl#,0.6281615585151885
calculus of kidney ureter,kidney,http://purl.obolibrary.org/obo/UBERON_0002113,http://www.ebi.ac.uk/efo/efo.owl#,0.5842777662427769
calculus of kidney ureter,kidney cancer,http://purl.obolibrary.org/obo/MONDO_0002367,http://www.ebi.ac.uk/efo/efo.owl#,0.5306694338810419
calculus of kidney ureter,kidney cell,http://purl.obolibrary.org/obo/CL_1000497,http://www.ebi.ac.uk/efo/efo.owl#,0.5238996234617106
nephrotic syndrome,nephrotic syndrome,http://www.ebi.ac.uk/efo/EFO_0004255,http://www.ebi.ac.uk/efo/efo.owl#,0.9853736685366743
nephrotic syndrome,Leigh syndrome with nephrotic syndrome,http://www.orpha.net/ORDO/Orphanet_255249,http://www.ebi.ac.uk/efo/efo.owl#,0.8103095455691176
nephrotic syndrome,familial nephrotic syndrome,http://purl.obolibrary.org/obo/MONDO_0002350,http://www.ebi.ac.uk/efo/efo.owl#,0.8009886655199919
osteonecrosis,osteonecrosis,http://www.ebi.ac.uk/efo/EFO_0004259,http://www.ebi.ac.uk/efo/efo.owl#,0.9914004529718614
osteonecrosis,osteoradionecrosis,http://www.ebi.ac.uk/efo/EFO_1001821,http://www.ebi.ac.uk/efo/efo.owl#,0.6965955804403109
osteonecrosis,Osteonecrosis of genetic origin,http://www.orpha.net/ORDO/Orphanet_399380,http://www.ebi.ac.uk/efo/efo.owl#,0.6932389482287147
paget s disease of bone,Paget disease,http://purl.obolibrary.org/obo/MONDO_0021165,http://www.ebi.ac.uk/efo/efo.owl#,0.8113397960830898
paget s disease of bone,Spastic paraplegia - Paget disease of bone,http://www.orpha.net/ORDO/Orphanet_329475,http://www.ebi.ac.uk/efo/efo.owl#,0.6888937879754534
paget s disease of bone,bone disease,http://www.ebi.ac.uk/efo/EFO_0004260,http://www.ebi.ac.uk/efo/efo.owl#,0.6591638261378843
gout,gout,http://www.ebi.ac.uk/efo/EFO_0004274,http://www.ebi.ac.uk/efo/efo.owl#,0.9968744044526353
diabetes mellitus pregnancy,diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0000400,http://www.ebi.ac.uk/efo/efo.owl#,0.8036159828484747
diabetes mellitus pregnancy,type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,http://www.ebi.ac.uk/efo/efo.owl#,0.723975439658382
diabetes mellitus pregnancy,type 2 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005148,http://www.ebi.ac.uk/efo/efo.owl#,0.721282047534753
duodenal ulcer,duodenal ulcer,http://www.ebi.ac.uk/efo/EFO_0004607,http://www.ebi.ac.uk/efo/efo.owl#,0.9890583476882241
duodenal ulcer,duodenal disease,http://purl.obolibrary.org/obo/MONDO_0002866,http://www.ebi.ac.uk/efo/efo.owl#,0.6891241483594279
duodenal ulcer,Duodenal atresia,http://www.orpha.net/ORDO/Orphanet_1203,http://www.ebi.ac.uk/efo/efo.owl#,0.6233199731357949
cholelithiasis,cholelithiasis,http://www.ebi.ac.uk/efo/EFO_0004799,http://www.ebi.ac.uk/efo/efo.owl#,0.9868427625933044
cholelithiasis,choledocholithiasis,http://www.ebi.ac.uk/efo/EFO_1000865,http://www.ebi.ac.uk/efo/efo.owl#,0.6885922189819801
cholelithiasis,cholecystolithiasis,http://www.ebi.ac.uk/efo/EFO_1000864,http://www.ebi.ac.uk/efo/efo.owl#,0.6332341872621927
leishmaniasis,Leishmaniasis,http://www.ebi.ac.uk/efo/EFO_0005044,http://www.ebi.ac.uk/efo/efo.owl#,0.9956034354107551
leishmaniasis,visceral Leishmaniasis,http://www.ebi.ac.uk/efo/EFO_0005045,http://www.ebi.ac.uk/efo/efo.owl#,0.8335057440761071
leishmaniasis,cutaneous Leishmaniasis,http://www.ebi.ac.uk/efo/EFO_0005046,http://www.ebi.ac.uk/efo/efo.owl#,0.8036790843013079
eating disorders,eating disorder,http://www.ebi.ac.uk/efo/EFO_0005203,http://www.ebi.ac.uk/efo/efo.owl#,0.912089560062884
eating disorders,binge eating,http://www.ebi.ac.uk/efo/EFO_0005924,http://www.ebi.ac.uk/efo/efo.owl#,0.5653597382170775
hypotension,hypotension,http://www.ebi.ac.uk/efo/EFO_0005251,http://www.ebi.ac.uk/efo/efo.owl#,0.989731313260335
hypotension,acute hypotension,http://www.ebi.ac.uk/efo/EFO_0002497,http://www.ebi.ac.uk/efo/efo.owl#,0.8065083547741301
hypotension,orthostatic hypotension,http://www.ebi.ac.uk/efo/EFO_0005252,http://www.ebi.ac.uk/efo/efo.owl#,0.712876554899486
unspecified contact dermatitis,contact dermatitis,http://www.ebi.ac.uk/efo/EFO_0005319,http://www.ebi.ac.uk/efo/efo.owl#,0.7937271057064772
unspecified contact dermatitis,allergic contact dermatitis,http://www.ebi.ac.uk/efo/EFO_1000668,http://www.ebi.ac.uk/efo/efo.owl#,0.6163445724978123
unspecified contact dermatitis,contact dermatitis due to nickel,http://www.ebi.ac.uk/efo/EFO_0005320,http://www.ebi.ac.uk/efo/efo.owl#,0.5650744857281931
schizoaffective disorders,schizoaffective disorder,http://www.ebi.ac.uk/efo/EFO_0005411,http://www.ebi.ac.uk/efo/efo.owl#,0.9660459989628805
schizoaffective disorders,Schizoaffective disorder-bipolar type,http://www.ebi.ac.uk/efo/EFO_0009965,http://www.ebi.ac.uk/efo/efo.owl#,0.7746567626094727
urticaria,urticaria,http://www.ebi.ac.uk/efo/EFO_0005531,http://www.ebi.ac.uk/efo/efo.owl#,0.9947614782778371
urticaria,cold urticaria,http://www.ebi.ac.uk/efo/EFO_1001881,http://www.ebi.ac.uk/efo/efo.owl#,0.7906232501133061
urticaria,physical urticaria,http://www.ebi.ac.uk/efo/EFO_1000754,http://www.ebi.ac.uk/efo/efo.owl#,0.7448597657751458
seborrhoeic keratosis,seborrheic keratosis,http://www.ebi.ac.uk/efo/EFO_0005584,http://www.ebi.ac.uk/efo/efo.owl#,0.8119367428573249
seborrhoeic keratosis,vulvar seborrheic keratosis,http://www.ebi.ac.uk/efo/EFO_1000779,http://www.ebi.ac.uk/efo/efo.owl#,0.6810802326426838
seborrhoeic keratosis,keratosis,http://www.ebi.ac.uk/efo/EFO_1000720,http://www.ebi.ac.uk/efo/efo.owl#,0.5935243752418198
shigellosis,shigellosis,http://www.ebi.ac.uk/efo/EFO_0005585,http://www.ebi.ac.uk/efo/efo.owl#,0.9919957062049218
shigellosis,Shigella sonnei,http://purl.obolibrary.org/obo/NCBITaxon_624,http://www.ebi.ac.uk/efo/efo.owl#,0.529022887765779
other vitamin deficiencies,vitamin deficiency,http://www.ebi.ac.uk/efo/EFO_0005878,http://www.ebi.ac.uk/efo/efo.owl#,0.8111409478652786
other vitamin deficiencies,vitamin A deficiency,http://www.ebi.ac.uk/efo/EFO_1001237,http://www.ebi.ac.uk/efo/efo.owl#,0.775148466514074
other vitamin deficiencies,vitamin B deficiency,http://purl.obolibrary.org/obo/MONDO_0042976,http://www.ebi.ac.uk/efo/efo.owl#,0.7720814671217618
zoster,Herpes Zoster,http://www.ebi.ac.uk/efo/EFO_0006510,http://www.ebi.ac.uk/efo/efo.owl#,0.7012129881981669
zoster,Zostera marina,http://purl.obolibrary.org/obo/NCBITaxon_29655,http://www.ebi.ac.uk/efo/efo.owl#,0.6831685520059807
zoster,Zoster Sine Herpete,http://www.ebi.ac.uk/efo/EFO_1001453,http://www.ebi.ac.uk/efo/efo.owl#,0.626797972019397
pyoderma gangrenosum,pyoderma gangrenosum,http://www.ebi.ac.uk/efo/EFO_0006835,http://www.ebi.ac.uk/efo/efo.owl#,0.9906483739059216
pyoderma gangrenosum,Pyogenic arthritis - pyoderma gangrenosum - acne,http://www.orpha.net/ORDO/Orphanet_69126,http://www.ebi.ac.uk/efo/efo.owl#,0.7240230348573048
pyoderma gangrenosum,Pyoderma,http://purl.obolibrary.org/obo/HP_0000999,http://www.ebi.ac.uk/efo/efo.owl#,0.627340234988495
decubitus ulcer,decubitus ulcer,http://www.ebi.ac.uk/efo/EFO_0007067,http://www.ebi.ac.uk/efo/efo.owl#,0.9892978137968204
decubitus ulcer,ulcer,http://purl.obolibrary.org/obo/MPATH_579,http://www.ebi.ac.uk/efo/efo.owl#,0.5047661752296853
actinomycosis,actinomycosis,http://www.ebi.ac.uk/efo/EFO_0007128,http://www.ebi.ac.uk/efo/efo.owl#,0.9930727630529634
actinomycosis,cervicofacial actinomycosis,http://www.ebi.ac.uk/efo/EFO_0007203,http://www.ebi.ac.uk/efo/efo.owl#,0.6410471736214041
actinomycosis,actinomycin D,http://purl.obolibrary.org/obo/CHEBI_27666,http://www.ebi.ac.uk/efo/efo.owl#,0.5921364599945245
amoebiasis,amebiasis,http://www.ebi.ac.uk/efo/EFO_0007144,http://www.ebi.ac.uk/efo/efo.owl#,0.587186820681427
unspecified appendicitis,appendicitis,http://www.ebi.ac.uk/efo/EFO_0007149,http://www.ebi.ac.uk/efo/efo.owl#,0.8002532270829188
ascariasis,ascariasis,http://www.ebi.ac.uk/efo/EFO_0007154,http://www.ebi.ac.uk/efo/efo.owl#,0.9957530204480769
ascariasis,ascaridiasis,http://www.ebi.ac.uk/efo/EFO_0007155,http://www.ebi.ac.uk/efo/efo.owl#,0.8113340154446188
ascariasis,toxascariasis,http://www.ebi.ac.uk/efo/EFO_0007515,http://www.ebi.ac.uk/efo/efo.owl#,0.6680872949759309
aspergillosis,aspergillosis,http://www.ebi.ac.uk/efo/EFO_0007157,http://www.ebi.ac.uk/efo/efo.owl#,0.9932428429802267
aspergillosis,pulmonary aspergillosis,http://www.ebi.ac.uk/efo/EFO_1001834,http://www.ebi.ac.uk/efo/efo.owl#,0.7725585988159385
aspergillosis,neuroaspergillosis,http://www.ebi.ac.uk/efo/EFO_0007393,http://www.ebi.ac.uk/efo/efo.owl#,0.7559800251806796
varicella,Varicella Zoster infection,http://www.ebi.ac.uk/efo/EFO_0006509,http://www.ebi.ac.uk/efo/efo.owl#,0.6211860593786709
varicella,"Encephalitis, Varicella Zoster",http://www.ebi.ac.uk/efo/EFO_1001310,http://www.ebi.ac.uk/efo/efo.owl#,0.5568593754758825
varicella,Varicella zoster virus seropositivity,http://www.ebi.ac.uk/efo/EFO_0009340,http://www.ebi.ac.uk/efo/efo.owl#,0.5033076880109206
cryptococcosis,cryptococcosis,http://www.ebi.ac.uk/efo/EFO_0007229,http://www.ebi.ac.uk/efo/efo.owl#,0.9918373198388195
cryptococcosis,Cryptococcus,http://purl.obolibrary.org/obo/NCBITaxon_5415,http://www.ebi.ac.uk/efo/efo.owl#,0.791808463025126
cryptococcosis,cryptococcal meningitis,http://www.ebi.ac.uk/efo/EFO_0007228,http://www.ebi.ac.uk/efo/efo.owl#,0.6664430825018619
echinococcosis,echinococcosis,http://www.ebi.ac.uk/efo/EFO_0007245,http://www.ebi.ac.uk/efo/efo.owl#,0.990388673779545
echinococcosis,echinocyte,http://purl.obolibrary.org/obo/CL_0002155,http://www.ebi.ac.uk/efo/efo.owl#,0.5784852763965029
enterobiasis,enterobiasis,http://www.ebi.ac.uk/efo/EFO_0007254,http://www.ebi.ac.uk/efo/efo.owl#,0.9908181280293986
granuloma inguinale,granuloma inguinale,http://www.ebi.ac.uk/efo/EFO_0007291,http://www.ebi.ac.uk/efo/efo.owl#,0.995042168559501
granuloma inguinale,granuloma,http://www.ebi.ac.uk/efo/EFO_0009462,http://www.ebi.ac.uk/efo/efo.owl#,0.7397580369990455
granuloma inguinale,Hepatic Granuloma,http://www.ebi.ac.uk/efo/EFO_1000291,http://www.ebi.ac.uk/efo/efo.owl#,0.5911524207797212
histoplasmosis,histoplasmosis,http://www.ebi.ac.uk/efo/EFO_0007310,http://www.ebi.ac.uk/efo/efo.owl#,0.9956897161657102
histoplasmosis,toxoplasmosis,http://www.ebi.ac.uk/efo/EFO_0007517,http://www.ebi.ac.uk/efo/efo.owl#,0.5039672187920357
histoplasmosis,anaplasmosis,http://purl.obolibrary.org/obo/MONDO_0025303,http://www.ebi.ac.uk/efo/efo.owl#,0.5010752418629127
infectious mononucleosis,infectious mononucleosis,http://www.ebi.ac.uk/efo/EFO_0007326,http://www.ebi.ac.uk/efo/efo.owl#,0.9935127581952283
infectious mononucleosis,mononuclear cell,http://purl.obolibrary.org/obo/CL_0000842,http://www.ebi.ac.uk/efo/efo.owl#,0.5507402134376291
infectious mononucleosis,susceptibility to mononucleosis measurement,http://www.ebi.ac.uk/efo/EFO_0008403,http://www.ebi.ac.uk/efo/efo.owl#,0.5482590890889968
leptospirosis,leptospirosis,http://www.ebi.ac.uk/efo/EFO_0007344,http://www.ebi.ac.uk/efo/efo.owl#,0.9859183434833789
listeriosis,listeriosis,http://www.ebi.ac.uk/efo/EFO_0007347,http://www.ebi.ac.uk/efo/efo.owl#,0.9982503881583191
listeriosis,listeriolysin,http://www.ebi.ac.uk/efo/EFO_0003294,http://www.ebi.ac.uk/efo/efo.owl#,0.5590084475204546
miliary tuberculosis,miliary tuberculosis,http://www.ebi.ac.uk/efo/EFO_0007368,http://www.ebi.ac.uk/efo/efo.owl#,0.9921986209095803
miliary tuberculosis,Tuberculosis,http://www.orpha.net/ORDO/Orphanet_3389,http://www.ebi.ac.uk/efo/efo.owl#,0.7680536507029436
miliary tuberculosis,oral tuberculosis,http://www.ebi.ac.uk/efo/EFO_0007407,http://www.ebi.ac.uk/efo/efo.owl#,0.6912779041386439
myiasis,myiasis,http://www.ebi.ac.uk/efo/EFO_0007389,http://www.ebi.ac.uk/efo/efo.owl#,0.9909966765548393
myiasis,hypodermyiasis,http://www.ebi.ac.uk/efo/EFO_0007320,http://www.ebi.ac.uk/efo/efo.owl#,0.6653980642761471
optic neuritis,optic neuritis,http://www.ebi.ac.uk/efo/EFO_0007405,http://www.ebi.ac.uk/efo/efo.owl#,0.9906057547138086
optic neuritis,neuritis,http://purl.obolibrary.org/obo/MONDO_0002122,http://www.ebi.ac.uk/efo/efo.owl#,0.6852090694517945
optic neuritis,Optic neuropathy,http://www.orpha.net/ORDO/Orphanet_98671,http://www.ebi.ac.uk/efo/efo.owl#,0.6557828879215145
placenta praevia,placenta praevia,http://www.ebi.ac.uk/efo/EFO_0007442,http://www.ebi.ac.uk/efo/efo.owl#,0.9885729850746336
placenta praevia,placenta,http://purl.obolibrary.org/obo/UBERON_0001987,http://www.ebi.ac.uk/efo/efo.owl#,0.674700013608958
placenta praevia,placenta disease,http://www.ebi.ac.uk/efo/EFO_0007441,http://www.ebi.ac.uk/efo/efo.owl#,0.5600413311277193
plasmodium falciparum malaria,Plasmodium falciparum malaria,http://www.ebi.ac.uk/efo/EFO_0007444,http://www.ebi.ac.uk/efo/efo.owl#,0.9961051734541201
plasmodium falciparum malaria,Plasmodium falciparum,http://purl.obolibrary.org/obo/NCBITaxon_5833,http://www.ebi.ac.uk/efo/efo.owl#,0.9164306507371229
plasmodium falciparum malaria,Plasmodium falciparum 3D7,http://purl.obolibrary.org/obo/NCBITaxon_36329,http://www.ebi.ac.uk/efo/efo.owl#,0.7649743646120423
plasmodium vivax malaria,Plasmodium vivax malaria,http://www.ebi.ac.uk/efo/EFO_0007445,http://www.ebi.ac.uk/efo/efo.owl#,0.9918602721454282
plasmodium vivax malaria,Plasmodium vivax,http://purl.obolibrary.org/obo/NCBITaxon_5855,http://www.ebi.ac.uk/efo/efo.owl#,0.8810453083523645
plasmodium vivax malaria,Plasmodium falciparum malaria,http://www.ebi.ac.uk/efo/EFO_0007444,http://www.ebi.ac.uk/efo/efo.owl#,0.5945395157858454
acute poliomyelitis,poliomyelitis,http://www.ebi.ac.uk/efo/EFO_0007450,http://www.ebi.ac.uk/efo/efo.owl#,0.8521611198254402
acute poliomyelitis,paralytic poliomyelitis,http://purl.obolibrary.org/obo/MONDO_0000341,http://www.ebi.ac.uk/efo/efo.owl#,0.6572155142084395
acute poliomyelitis,postpoliomyelitis syndrome,http://www.ebi.ac.uk/efo/EFO_0007454,http://www.ebi.ac.uk/efo/efo.owl#,0.5954882128258477
scarlet fever,scarlet fever,http://www.ebi.ac.uk/efo/EFO_0007477,http://www.ebi.ac.uk/efo/efo.owl#,0.9836723347069121
scarlet fever,susceptibility to scarlet fever measurement,http://www.ebi.ac.uk/efo/EFO_0008409,http://www.ebi.ac.uk/efo/efo.owl#,0.6448035943217684
scarlet fever,Fever,http://purl.obolibrary.org/obo/HP_0001945,http://www.ebi.ac.uk/efo/efo.owl#,0.5307566158605651
strongyloidiasis,strongyloidiasis,http://www.ebi.ac.uk/efo/EFO_0007501,http://www.ebi.ac.uk/efo/efo.owl#,0.9939861591062913
strongyloidiasis,trichostrongyloidiasis,http://www.ebi.ac.uk/efo/EFO_0007522,http://www.ebi.ac.uk/efo/efo.owl#,0.8380832963072755
strongyloidiasis,Strongyloides ratti,http://purl.obolibrary.org/obo/NCBITaxon_34506,http://www.ebi.ac.uk/efo/efo.owl#,0.6220588306440784
suppurative unspecified otitis media,suppurative otitis media,http://www.ebi.ac.uk/efo/EFO_0007503,http://www.ebi.ac.uk/efo/efo.owl#,0.8497701184937438
suppurative unspecified otitis media,non-suppurative otitis media,http://purl.obolibrary.org/obo/MONDO_0001212,http://www.ebi.ac.uk/efo/efo.owl#,0.7172407488127729
suppurative unspecified otitis media,chronic non-suppurative otitis media,http://purl.obolibrary.org/obo/MONDO_0021206,http://www.ebi.ac.uk/efo/efo.owl#,0.6586379377016158
other syphilis,syphilis,http://www.ebi.ac.uk/efo/EFO_0007504,http://www.ebi.ac.uk/efo/efo.owl#,0.9297212634396114
other syphilis,latent syphilis,http://www.ebi.ac.uk/efo/EFO_0007340,http://www.ebi.ac.uk/efo/efo.owl#,0.782072500876155
other syphilis,congenital syphilis,http://www.ebi.ac.uk/efo/EFO_0007219,http://www.ebi.ac.uk/efo/efo.owl#,0.7176047265835586
toxoplasmosis,toxoplasmosis,http://www.ebi.ac.uk/efo/EFO_0007517,http://www.ebi.ac.uk/efo/efo.owl#,0.9965785906148557
toxoplasmosis,ocular toxoplasmosis,http://www.ebi.ac.uk/efo/EFO_0007399,http://www.ebi.ac.uk/efo/efo.owl#,0.8471301902344424
toxoplasmosis,cerebral toxoplasmosis,http://www.ebi.ac.uk/efo/EFO_0007200,http://www.ebi.ac.uk/efo/efo.owl#,0.8331496586383013
yaws,yaws,http://www.ebi.ac.uk/efo/EFO_0007548,http://www.ebi.ac.uk/efo/efo.owl#,0.997419586268697
status epilepticus,status epilepticus,http://www.ebi.ac.uk/efo/EFO_0008526,http://www.ebi.ac.uk/efo/efo.owl#,0.9979328085054893
status epilepticus,Epileptic spasm,http://purl.obolibrary.org/obo/HP_0011097,http://www.ebi.ac.uk/efo/efo.owl#,0.5415703509204691
status epilepticus,Status Asthmaticus,http://www.ebi.ac.uk/efo/EFO_0008590,http://www.ebi.ac.uk/efo/efo.owl#,0.5185243987040623
fracture of femur,femur fracture,http://www.ebi.ac.uk/efo/EFO_0008553,http://www.ebi.ac.uk/efo/efo.owl#,0.9769950906262287
fracture of femur,femur,http://purl.obolibrary.org/obo/UBERON_0000981,http://www.ebi.ac.uk/efo/efo.owl#,0.7401424337953735
fracture of femur,diaphysis of femur,http://purl.obolibrary.org/obo/UBERON_0006862,http://www.ebi.ac.uk/efo/efo.owl#,0.5600916344405233
diaphragmatic hernia,diaphragmatic hernia,http://www.ebi.ac.uk/efo/EFO_0008561,http://www.ebi.ac.uk/efo/efo.owl#,0.9902072600783792
diaphragmatic hernia,diaphragmatic hernia 3,http://purl.obolibrary.org/obo/MONDO_0012431,http://www.ebi.ac.uk/efo/efo.owl#,0.9599689964774534
diaphragmatic hernia,congenital diaphragmatic hernia,http://www.ebi.ac.uk/efo/EFO_0007216,http://www.ebi.ac.uk/efo/efo.owl#,0.8736153407840294
niacin deficiency,NIK deficiency,http://purl.obolibrary.org/obo/MONDO_0018642,http://www.ebi.ac.uk/efo/efo.owl#,0.6058621846544202
niacin deficiency,B cell deficiency,http://purl.obolibrary.org/obo/MONDO_0002211,http://www.ebi.ac.uk/efo/efo.owl#,0.5999074741568928
niacin deficiency,Citrin deficiency,http://www.orpha.net/ORDO/Orphanet_247582,http://www.ebi.ac.uk/efo/efo.owl#,0.5733044010677988
gangrene,gangrene,http://www.ebi.ac.uk/efo/EFO_0008574,http://www.ebi.ac.uk/efo/efo.owl#,0.9873486046106954
gangrene,gas gangrene,http://www.ebi.ac.uk/efo/EFO_0007279,http://www.ebi.ac.uk/efo/efo.owl#,0.8696716755795197
gangrene,pyoderma gangrenosum,http://www.ebi.ac.uk/efo/EFO_0006835,http://www.ebi.ac.uk/efo/efo.owl#,0.5195524703762165
acute myocardial infarction,acute myocardial infarction,http://www.ebi.ac.uk/efo/EFO_0008583,http://www.ebi.ac.uk/efo/efo.owl#,0.993048583379134
acute myocardial infarction,myocardial infarction,http://www.ebi.ac.uk/efo/EFO_0000612,http://www.ebi.ac.uk/efo/efo.owl#,0.8919913521953657
acute myocardial infarction,inferior myocardial infarction,http://www.ebi.ac.uk/efo/EFO_1000983,http://www.ebi.ac.uk/efo/efo.owl#,0.7724372777126202
subsequent myocardial infarction,myocardial infarction,http://www.ebi.ac.uk/efo/EFO_0000612,http://www.ebi.ac.uk/efo/efo.owl#,0.7792896947754699
subsequent myocardial infarction,acute myocardial infarction,http://www.ebi.ac.uk/efo/EFO_0008583,http://www.ebi.ac.uk/efo/efo.owl#,0.6946783316876071
subsequent myocardial infarction,inferior myocardial infarction,http://www.ebi.ac.uk/efo/EFO_1000983,http://www.ebi.ac.uk/efo/efo.owl#,0.6748410832687332
peritonitis,peritonitis,http://www.ebi.ac.uk/efo/EFO_0008588,http://www.ebi.ac.uk/efo/efo.owl#,0.9918407307557151
peritonitis,septic peritonitis,http://www.ebi.ac.uk/efo/EFO_0002623,http://www.ebi.ac.uk/efo/efo.owl#,0.7828646549194003
peritonitis,tuberculous peritonitis,http://www.ebi.ac.uk/efo/EFO_0007529,http://www.ebi.ac.uk/efo/efo.owl#,0.6252879323878409
diseases of spleen,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,http://www.ebi.ac.uk/efo/efo.owl#,0.7960359553991726
diseases of spleen,spleen cancer,http://www.ebi.ac.uk/efo/EFO_0007491,http://www.ebi.ac.uk/efo/efo.owl#,0.6339815934509417
diseases of spleen,spleen neoplasm,http://purl.obolibrary.org/obo/MONDO_0036696,http://www.ebi.ac.uk/efo/efo.owl#,0.5975818037790969
typhus fever,typhus,http://www.ebi.ac.uk/efo/EFO_0009117,http://www.ebi.ac.uk/efo/efo.owl#,0.8219825239875368
typhus fever,typhoid fever,http://www.ebi.ac.uk/efo/EFO_0006789,http://www.ebi.ac.uk/efo/efo.owl#,0.6443307933414965
typhus fever,scrub typhus,http://www.ebi.ac.uk/efo/EFO_0007480,http://www.ebi.ac.uk/efo/efo.owl#,0.5345684845284864
other diseases of intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,http://www.ebi.ac.uk/efo/efo.owl#,0.7342030698741033
other diseases of intestine,intestinal disease,http://www.ebi.ac.uk/efo/EFO_0009431,http://www.ebi.ac.uk/efo/efo.owl#,0.711203987208658
other diseases of intestine,small intestine disease,http://purl.obolibrary.org/obo/MONDO_0024635,http://www.ebi.ac.uk/efo/efo.owl#,0.690725726895722
fibroblastic disorders,fibroblastic disorder,http://www.ebi.ac.uk/efo/EFO_0009432,http://www.ebi.ac.uk/efo/efo.owl#,0.9441398408866326
fibroblastic disorders,fibroblast,http://purl.obolibrary.org/obo/CL_0000057,http://www.ebi.ac.uk/efo/efo.owl#,0.7539250420871597
fibroblastic disorders,Fibroblastic Neoplasm,http://www.ebi.ac.uk/efo/EFO_1000255,http://www.ebi.ac.uk/efo/efo.owl#,0.707906578452476
unspecified acute lower respiratory infection,viral respiratory tract infection,http://purl.obolibrary.org/obo/MONDO_0024352,http://www.ebi.ac.uk/efo/efo.owl#,0.5675816437630654
unspecified acute lower respiratory infection,lower respiratory tract disease,http://www.ebi.ac.uk/efo/EFO_0009433,http://www.ebi.ac.uk/efo/efo.owl#,0.5529739492470965
unspecified acute lower respiratory infection,acute respiratory distress syndrome,http://www.ebi.ac.uk/efo/EFO_1000637,http://www.ebi.ac.uk/efo/efo.owl#,0.5372612877075574
cystitis,cystitis,http://www.ebi.ac.uk/efo/EFO_1000025,http://www.ebi.ac.uk/efo/efo.owl#,0.9935586609912592
cystitis,interstitial cystitis,http://www.ebi.ac.uk/efo/EFO_0008507,http://www.ebi.ac.uk/efo/efo.owl#,0.7519177755275327
cystitis,chronic cystitis,http://www.ebi.ac.uk/efo/EFO_1000023,http://www.ebi.ac.uk/efo/efo.owl#,0.7423740561686598
lactose intolerance,lactose intolerance,http://www.ebi.ac.uk/efo/EFO_1000062,http://www.ebi.ac.uk/efo/efo.owl#,0.990736815996364
